idx,type,value
67932,CARDINAL,3
67933,CARDINAL,一
67934,CARDINAL,18
67935,GPE,英國
67936,GPE,英國
67937,PRODUCT,B51
67938,ORG,Russel Group大學
67939,ORG,York
67940,DATE,第一個月
67941,GPE,美國
67942,GPE,美加
67943,GPE,美國
67944,ORG,ESTA 
67945,GPE,加拿大
67946,GPE,加拿大
67947,PERSON,B4 
67948,ORG,F1
67949,DATE,今天
67950,GPE,美國
67951,ORG,醫學系
67952,NORP,墨西哥人
67953,GPE,美國
67954,DATE,週末
67955,FAC,1330
67956,GPE,台灣
67957,PERSON,B9 
67958,ORG,墨爾本大學
67959,GPE,中國大陸
67960,CARDINAL,一
67961,NORP,澳洲
67962,GPE,墨
67963,GPE,瑞士
67964,PRODUCT,B10
67965,PRODUCT,QQ
67966,DATE,一年半
67967,CARDINAL,一百萬
67968,DATE,10月
67969,GPE,東京
67970,CARDINAL,一
67971,GPE,日內瓦
67972,DATE,星期日
67973,GPE,日內瓦
67974,GPE,台灣
67975,PERSON,B10 
67976,DATE,明年
67977,CARDINAL,兩
67978,ORG,UC 
67979,GPE,加州
67980,ORG, UCI
67981,ORG,Data Sciences
67982,DATE,明年
67983,DATE,一年
67984,ORG,UCSD
67985,NORP,台灣人
67986,GPE,加州
67987,GPE,外州
67988,GPE,加州
67989,NORP,英國
67990,GPE,愛丁堡
67991,ORG,曼大
67992,ORG,華威大學
67993,ORG,商學院
67994,MONEY,20鎊
67995,MONEY,40鎊
67996,MONEY,6000鎊
67997,CARDINAL,173
67998,GPE,南安
67999,MONEY,8800鎊
68000,MONEY,22000鎊
68001,ORG,B6 
68002,GPE,中國
68003,GPE,台灣
68004,ORG,哈佛
68005,ORG,交大
68006,GPE,英國
68007,DATE,兩年
68008,DATE,四年
68009,NORP,大陸人
68010,GPE,法國
68011,GPE,法國
68012,DATE,今天禮拜六
68013,GPE,台灣
68014,DATE,兩年
68015,GPE,中國
68016,ORG,法國在台協會
68017,NORP,台灣
68018,DATE,一年
68019,GPE,台北
68020,GPE,台灣
68021,GPE,台灣
68022,GPE,台灣
68023,NORP,台灣人
68024,GPE,大陸
68025,LOC,台灣本島
68026,PERSON,B6 
68027,GPE,馬來西亞
68028,NORP,華人
68029,NORP,馬來西亞馬來人
68030,NORP,台灣人
68031,NORP,華裔
68032,GPE,中國
68033,NORP,華裔
68034,NORP,台灣人
68035,ORDINAL,第一
68036,NORP,美國人
68037,GPE,義大利
68038,GPE,中國
68039,GPE,中國
68040,NORP,韓國人
68041,NORP,華人
68042,NORP,Chinese
68043,NORP,韓國人
68044,GPE,德國
68045,PRODUCT,B10
68046,NORP,台灣華人
68047,ORG,國民政府
68048,GPE,台灣
68049,ORG,B8 
68050,GPE,中華民國
68051,PERSON,B12 
68052,DATE,半天
68053,GPE,台灣
68054,ORDINAL,第二
68055,GPE,菲律賓
68056,LOC,南美洲
68057,LOC,南美洲
68058,NORP,台灣
68059,GPE,台灣
68060,GPE,英國
68061,GPE,英國
68062,PRODUCT,B15
68063,CARDINAL,十幾
68064,ORG,ROC
68065,CARDINAL,50
68066,ORG,LIMA
68067,CARDINAL,1000多
68068,CARDINAL,600
68069,GPE,OINP安省
68070,GPE,德國
68071,DATE,明年
68072,NORP,華裔
68073,GPE,中國
68074,DATE,明年
68075,ORG,Berkeley
68076,NORP,華裔
68077,GPE,台灣
68078,GPE,台灣
68079,CARDINAL,3.9
68080,ORG,東岸學校
68081,CARDINAL,兩
68082,GPE,紐西蘭
68083,DATE,一年
68084,GPE,英國
68085,GPE,法國
68086,GPE,荷蘭
68087,PERCENT,95%
68088,CARDINAL,70
68089,PERSON,YMCA
68090,FAC,天王寺
68091,DATE,10月
68092,PERSON,萊瓦頓
68093,GPE,愛因霍芬
68094,NORP,台灣人
68095,GPE,荷蘭
68096,GPE,新竹
68097,GPE,竹科
68098,DATE,兩年來
68099,GPE,烏特
68100,DATE,兩年
68101,CARDINAL,兩
68102,DATE,一年
68103,LANGUAGE,英文
68104,CARDINAL,兩
68105,PRODUCT,SQL 
68106,DATE,兩年
68107,PERSON,B5 
68108,DATE,第一星期
68109,PERSON,哈哈哈 
68110,DATE,一年
68111,DATE,今年
68112,ORG,南加大
68113,GPE,加州
68114,DATE,一年
68115,DATE,三月
68116,DATE,去年
68117,NORP,台灣人
68118,DATE,半年
68119,CARDINAL,一千
68120,CARDINAL,一千五
68121,CARDINAL,兩千
68122,CARDINAL,7
68123,GPE,澳洲
68124,CARDINAL,四
68125,GPE,西雅圖
68126,DATE,前天
68127,ORG,UW 
68128,DATE,這幾天
68129,ORG,UWS
68130,LOC,東岸
68131,ORG,台大
68132,ORG,港大醫學
68133,CARDINAL,14億
68134,GPE,中國大陸
68135,CARDINAL,十一
68136,GPE,臺灣
68137,CARDINAL,800萬
68138,CARDINAL,2400萬
68139,GPE,香港
68140,GPE,香港
68141,CARDINAL,兩
68142,NORP,大陸人
68143,NORP,台灣人
68144,GPE,法國
68145,GPE,法國
68146,GPE,法國
68147,NORP,台灣人
68148,LANGUAGE,中文
68149,LANGUAGE,法文
68150,ORG,移民局
68151,PRODUCT,B10
68152,ORG,香港醫學系
68153,ORG,台灣醫學院
68154,PERSON,nursing
68155,DATE,一年
68156,NORP,紐西蘭
68157,NORP,毛利人
68158,ORG,RN
68159,PRODUCT,B20
68160,CARDINAL,四
68161,DATE,好幾年
68162,CARDINAL,30
68163,DATE,一寒假
68164,CARDINAL,一
68165,GPE,美國
68166,GPE,美
68167,CARDINAL,一
68168,GPE,美國
68169,CARDINAL,一
68170,TIME,9:30
68171,LANGUAGE,中英文
68172,NORP,美國
68173,LOC,內湖
68174,LANGUAGE,中文
68175,LANGUAGE,英文
68176,CARDINAL,三
68177,ORDINAL,第一
68178,NORP,美國人
68179,NORP,日本人
68180,NORP,英國人
68181,LOC,非洲
68182,NORP,日本人
68183,NORP,中國
68184,GPE,荷蘭
68185,GPE,荷蘭
68186,GPE,荷蘭
68187,ORG,大阪YMCA
68188,NORP,美國人
68189,GPE,台灣
68190,GPE,台灣
68191,NORP,中國人
68192,GPE,台灣
68193,GPE,台灣
68194,NORP,非洲人
68195,GPE,台灣
68196,GPE,台灣
68197,GPE,台灣
68198,CARDINAL,兩
68199,NORP,台灣人
68200,GPE,法國
68201,GPE,法國
68202,GPE,法國
68203,NORP,台灣人
68204,GPE,法國
68205,NORP,法國
68206,GPE,臺灣
68207,NORP,法國人
68208,DATE,12個月
68209,GPE,法國
68210,GPE,法國
68211,GPE,法國
68212,GPE,法國
68213,NORP,法國
68214,ORG,移民局
68215,NORP,法國人
68216,NORP,法國
68217,GPE,法國
68218,GPE,法國
68219,GPE,法國
68220,GPE,法國
68221,NORP,法國人
68222,GPE,Eindhoven
68223,NORP,台灣人
68224,GPE,台灣
68225,DATE,七月
68226,GPE,中國
68227,GPE,中華民國
68228,GPE,台灣
68229,GPE,大陸
68230,LANGUAGE,英文
68231,DATE,400
68232,GPE,美國
68233,CARDINAL,三
68234,LANGUAGE,英文
68235,LANGUAGE,英文
68236,LANGUAGE,0法文
68237,CARDINAL,三
68238,PERSON,地瓜球
68239,PERSON,五十嵐
68240,PERSON,B5 
68241,GPE,台灣
68242,GPE,台灣
68243,GPE,台灣
68244,GPE,台灣
68245,ORDINAL,第一
68246,ORG,台灣學生會
68247,GPE,台灣
68248,ORG,台灣學⽣會
68249,ORG,臺灣學生會
68250,GPE,台灣
68251,DATE,2019年7月6號
68252,TIME,下午 13:30
68253,DATE,今年
68254,ORG,世界台灣學⽣會聯合總會
68255,ORG,台灣學生會
68256,ORG,台灣學⽣會
68257,CARDINAL,3 
68258,NORP,台灣人
68259,ORG,移民局
68260,GPE,法國
68261,GPE,法國
68262,GPE,法國
68263,DATE,12個月
68264,GPE,法國
68265,NORP,法國人
68266,GPE,法國
68267,GPE,法國
68268,GPE,臺灣
68269,NORP,法國人
68270,LANGUAGE,英文
68271,GPE,法國
68272,NORP,台灣人
68273,GPE,法國
68274,NORP,臺灣人
68275,GPE,臺灣
68276,GPE,法國
68277,NORP,台灣
68278,TIME,三分鐘
68279,GPE,台灣
68280,GPE,台灣
68281,GPE,宿霧
68282,DATE,昨天
68283,CARDINAL,1200
68284,GPE,雪梨
68285,CARDINAL,三
68286,DATE,一個月
68287,GPE,阿姆斯特丹
68288,DATE,今年
68289,DATE,四月
68290,GPE,荷蘭
68291,GPE,台灣
68292,GPE,韓國
68293,GPE,澳洲
68294,LOC,亞洲區
68295,GPE,台灣
68296,ORG,亞洲保時捷總部
68297,NORP,英國
68298,PERSON,普普
68299,ORG,Finance
68300,GPE,台灣
68301,GPE,英國
68302,GPE,蘇格蘭
68303,GPE,愛丁堡
68304,GPE,倫敦
68305,DATE,四個月
68306,GPE,台灣
68307,MONEY,400
68308,MONEY,8000台幣
68309,MONEY,200
68310,CARDINAL,兩百
68311,TIME,20分鐘
68312,TIME,5分鐘
68313,PERSON,B56 
68314,CARDINAL,18000-19000
68315,CARDINAL,2/3
68316,CARDINAL,99
68317,DATE,一個月
68318,MONEY,台幣8000
68319,CARDINAL,2萬六
68320,PERSON,B59
68321,PERSON,B61 
68322,TIME,24-72小時
68323,PRODUCT,B6
68324,GPE,英
68325,CARDINAL,三
68326,GPE,美
68327,GPE,北京
68328,GPE,北京
68329,GPE,吉林
68330,ORG,吉林大學
68331,GPE,北京
68332,CARDINAL,一
68333,GPE,吉林
68334,CARDINAL,五
68335,GPE,北京
68336,GPE,上海
68337,CARDINAL,一
68338,GPE,吉林
68339,ORG,中國人民大學
68340,CARDINAL,985
68341,CARDINAL,五
68342,GPE,吉林
68343,GPE,北京
68344,GPE,上海
68345,CARDINAL,兩
68346,LANGUAGE,中文
68347,NORP,新加坡人
68348,ORG,人大
68349,DATE,春季
68350,DATE,年初
68351,DATE,明年
68352,CARDINAL,一
68353,GPE,台灣
68354,GPE,德國
68355,MONEY,八十元
68356,NORP,台灣
68357,GPE,台灣
68358,CARDINAL,711
68359,TIME,冬天晚上
68360,DATE,明年
68361,GPE,天津
68362,TIME,晚上
68363,GPE,北京
68364,DATE,明年
68365,DATE,上學期
68366,TIME,冬天晚上
68367,DATE,上學期
68368,DATE,半年
68369,DATE,冬天
68370,TIME,8小時
68371,DATE,今年9月
68372,DATE,2月
68373,DATE,上學期
68374,ORG,B1 
68375,GPE,澳洲
68376,ORG,天王寺
68377,DATE,今年
68378,PERSON,淑大
68379,DATE,2019
68380,DATE,30號
68381,GPE,英國
68382,PERSON,big data
68383,DATE,冬天
68384,DATE,9月到1月
68385,LOC,東三省
68386,DATE,2月
68387,NORP,英國
68388,CARDINAL,11
68389,CARDINAL,12
68390,PRODUCT,B24
68391,PERSON,瓦大
68392,GPE,哈爾濱
68393,DATE,二月底三月初
68394,QUANTITY,0度上下
68395,GPE,哈爾濱
68396,GPE,哈爾濱
68397,DATE,2012年2月
68398,DATE,6月
68399,QUANTITY,0~10度
68400,DATE,5月底
68401,NORP,台灣人
68402,ORG,ASML
68403,NORP,台灣人
68404,DATE,一個月
68405,CARDINAL,7-8萬
68406,DATE,明年暑假
68407,DATE,六個禮拜
68408,GPE,東京
68409,DATE,2019秋季
68410,DATE,快三個禮拜
68411,CARDINAL,兩
68412,ORG,洛桑酒店
68413,GPE,瑞士
68414,DATE,11月
68415,DATE,半年
68416,CARDINAL,兩
68417,CARDINAL,兩
68418,ORG,仁德大學
68419,LANGUAGE,荷蘭文
68420,DATE,一年
68421,DATE,三個月後
68422,DATE,上下學期
68423,DATE,下學期
68424,DATE,今年的九月
68425,CARDINAL,11
68426,DATE,下學期
68427,GPE,倫敦
68428,DATE,一年
68429,MONEY,300
68430,MONEY,二萬
68431,PRODUCT,B9 
68432,GPE,倫敦
68433,GPE,捷克
68434,GPE,台灣
68435,DATE,90天
68436,GPE,奧地利
68437,GPE,捷克
68438,GPE,捷克
68439,GPE,奧地利
68440,FAC,奧地利海關
68441,GPE,捷克
68442,PRODUCT,麻辣鴨血QQ
68443,MONEY,2670-2700馬幣
68444,GPE,台灣
68445,ORG,國泰世華銀行
68446,ORG,中華郵政
68447,MONEY,2820馬幣
68448,ORG,中華郵政
68449,GPE,中華
68450,GPE,台灣
68451,GPE,台灣
68452,DATE,昨天
68453,ORG,中華郵政
68454,DATE,當天
68455,CARDINAL,兩
68456,ORG,國泰世華
68457,ORG,中華郵政
68458,GPE,中華
68459,GPE,馬來西亞
68460,CARDINAL,兩
68461,GPE,台灣
68462,NORP,台灣人
68463,DATE,禮拜六
68464,NORP,巴西
68465,GPE,韓國
68466,NORP,韓國
68467,GPE,巴西
68468,NORP,巴西
68469,NORP,台灣
68470,CARDINAL,兩
68471,GPE,台灣
68472,GPE,巴西
68473,NORP,巴西人
68474,NORP,日本
68475,GPE,巴西
68476,NORP,台灣
68477,NORP,台灣
68478,LOC,亞洲
68479,LANGUAGE,韓文
68480,NORP,韓國人
68481,CARDINAL,五
68482,NORP,華人
68483,NORP,台灣
68484,GPE,台灣
68485,DATE,禮拜六
68486,NORP,韓國
68487,TIME,下午
68488,CARDINAL,兩
68489,CARDINAL,兩三
68490,NORP,台灣
68491,DATE,一天
68492,NORP,亞洲
68493,ORDINAL,第二
68494,DATE,明天
68495,NORP,巴西人
68496,DATE,第一天
68497,PERSON,B2 
68498,PERSON,B4 
68499,GPE,德國
68500,GPE,法國
68501,PERCENT,90%
68502,GPE,丹麥哥本哈根
68503,GPE,瑞典
68504,GPE,兩岸
68505,GPE,台灣
68506,CARDINAL,一
68507,FAC,台北刷街
68508,DATE,一年多
68509,DATE,半天
68510,CARDINAL,一
68511,ORDINAL,第一
68512,ORDINAL,第一
68513,CARDINAL,兩
68514,LANGUAGE,英文
68515,GPE,台灣
68516,PERSON,哈哈 
68517,GPE,日內瓦
68518,LANGUAGE,英文
68519,LANGUAGE,英文
68520,LANGUAGE,英文
68521,GPE,英國
68522,LANGUAGE,英文
68523,GPE,英國
68524,GPE,愛丁堡
68525,DATE,5天
68526,GPE,倫敦
68527,FAC,日內瓦機場
68528,CARDINAL,5
68529,TIME,4分鐘
68530,TIME,4分鐘
68531,PERSON, place 
68532,DATE,八年
68533,DATE,這幾年
68534,ORDINAL,第一
68535,CARDINAL,一
68536,CARDINAL,一
68537,GPE,台灣
68538,DATE,昨天
68539,NORP,美國
68540,DATE,四年
68541,DATE,十四歲
68542,DATE,今天
68543,ORDINAL,3
68544,DATE,2019
68545,PERSON,B6 
68546,DATE,四週
68547,ORG,輔大
68548,PRODUCT,B8 
68549,DATE,一個月
68550,CARDINAL,10
68551,CARDINAL,11
68552,GPE,香港
68553,ORG,香港銀行
68554,ORG,人大
68555,GPE,中國
68556,GPE,台灣
68557,PERSON,B22 
68558,GPE,台灣
68559,CARDINAL,80
68560,DATE,幾個月
68561,NORP,澳洲
68562,CARDINAL,65
68563,DATE,2015年
68564,CARDINAL,70
68565,NORP,華人
68566,GPE,台灣
68567,ORG,CSA 
68568,GPE,中國
68569,NORP,華人
68570,NORP,台灣人
68571,FAC,人大
68572,NORP,大陸
68573,ORG,中大
68574,GPE,美國
68575,GPE,格拉斯哥
68576,DATE,禮拜日一天
68577,ORG,史特林
68578,GPE,蘇格蘭
68579,TIME,下午
68580,TIME,早上
68581,DATE,前年暑假
68582,GPE,東京
68583,MONEY,7-8萬
68584,MONEY,10萬日幣
68585,MONEY,台幣
68586,CARDINAL,76000
68587,GPE,倫敦
68588,GPE,澳洲
68589,CARDINAL,三
68590,FAC,一號線月溪站
68591,GPE,釜山
68592,CARDINAL,四
68593,TIME,10-15分鐘
68594,FAC,E-mart超市
68595,GPE,仁德
68596,GPE,釜山
68597,FAC,光雲大站
68598,ORG,仁德大學
68599,GPE,首爾
68600,CARDINAL,兩
68601,CARDINAL,三萬
68602,GPE,首爾
68603,CARDINAL,一
68604,GPE,首爾蘆
68605,GPE,首爾
68606,GPE,台灣
68607,NORP,台灣人
68608,ORG,Costco
68609,DATE,六月初
68610,DATE,六月初
68611,DATE,一週後
68612,DATE,兩個半月
68613,DATE,三天
68614,CARDINAL,一
68615,GPE,台灣
68616,GPE,馬來西亞
68617,GPE,台灣
68618,GPE,台灣
68619,GPE,台灣
68620,GPE,台灣
68621,GPE,馬來西亞
68622,GPE,台灣
68623,GPE,台灣
68624,GPE,台灣
68625,MONEY,100元
68626,PERSON,B2 
68627,NORP,馬來西亞人
68628,NORP,馬來西亞人
68629,GPE,上海
68630,GPE,北京
68631,GPE,上海
68632,GPE,吉林
68633,FAC,仁德大學
68634,DATE,今年
68635,PERSON,仁德
68636,GPE,仁德
68637,GPE,仁德
68638,GPE,美國
68639,ORG,UCSD
68640,DATE,2年
68641,ORG,中央
68642,ORG,中央大學
68643,CARDINAL,3
68644,ORG,UCSD
68645,ORG,中央
68646,DATE,3年
68647,PRODUCT,B10
68648,GPE,台灣
68649,NORP,澳洲
68650,GPE,美國
68651,PERSON,B45 
68652,GPE,伯斯
68653,DATE,7月
68654,TIME,8:45
68655,GPE,高雄
68656,ORG,AIT
68657,GPE,南港
68658,ORDINAL,第一
68659,CARDINAL,一
68660,CARDINAL,三
68661,ORG,匯豐
68662,CARDINAL,兩
68663,ORG,Santander
68664,ORG,Barclays
68665,DATE,隔天
68666,ORG,NatWest
68667,PRODUCT,9GB
68668,MONEY,五英鎊
68669,ORG,Giffgaff
68670,ORG,RBS
68671,PERSON,Royal Holloway
68672,CARDINAL,3
68673,ORG,Egham
68674,MONEY, 2000 英鎊
68675,CARDINAL,9
68676,MONEY, 2000 英鎊
68677,GPE,韓國
68678,DATE,一個月
68679,QUANTITY,五磅
68680,ORG,Santander
68681,TIME,五分鐘
68682,MONEY,5000元
68683,DATE,3/31
68684,NORP,ㅠㅠ
68685,GPE,台灣
68686,GPE,中國
68687,DATE,兩個月
68688,ORG,人大
68689,GPE,大陸
68690,GPE,吉林
68691,FAC,985
68692,CARDINAL,一
68693,GPE,吉林
68694,CARDINAL,20
68695,DATE,一週
68696,CARDINAL,一
68697,GPE,台灣
68698,LOC,亞洲
68699,CARDINAL,150
68700,GPE,英國
68701,GPE,英國
68702,GPE,愛丁堡
68703,DATE,夏天
68704,DATE,第二次兩個月
68705,DATE,一個月
68706,LOC,歐洲
68707,PERSON,Lydia
68708,CARDINAL,兩
68709,GPE,台灣
68710,NORP,歐洲人
68711,ORG,愛丁堡學校
68712,GPE,英國
68713,NORP,歐洲
68714,CARDINAL,兩
68715,GPE,愛丁堡
68716,ORDINAL,第一
68717,ORG,劍橋
68718,NORP,蘇格蘭
68719,NORP,華人
68720,LOC,歐洲
68721,ORG,牛津
68722,ORG,哈利波特迷
68723,ORG,美國/歐洲銀行
68724,GPE,上海
68725,DATE,半年
68726,GPE,上海
68727,GPE,吉林
68728,GPE,北京
68729,MONEY,5000新台幣
68730,GPE,北京
68731,GPE,上海
68732,MONEY,1萬新台幣
68733,GPE,北京
68734,GPE,吉林
68735,GPE,上海
68736,GPE,吉林
68737,CARDINAL,一
68738,CARDINAL,985
68739,GPE,蘇格蘭
68740,DATE,B5天
68741,NORP,歐洲人
68742,GPE,中國
68743,TIME,晚上
68744,CARDINAL,11
68745,TIME,五點
68746,DATE,冬天
68747,DATE,春夏
68748,FAC,內湖捷運站
68749,MONEY,50元
68750,ORG,B7 AIT
68751,TIME,3小時
68752,FAC,南港高鐵站
68753,FAC,南港高鐵站
68754,CARDINAL,一萬五
68755,DATE,五個禮拜
68756,CARDINAL,三
68757,GPE,CCEL
68758,GPE,溫哥華
68759,MONEY,$5、$10、$20
68760,GPE,加拿大
68761,MONEY,700加幣
68762,DATE,今年七月
68763,DATE,一週左右
68764,DATE,九月初
68765,ORG,B8 
68766,DATE,6-8週
68767,DATE,五月
68768,DATE,去年
68769,GPE,瑞士
68770,GPE,英國
68771,PERSON,B19 
68772,GPE,愛丁堡
68773,DATE,五個禮拜
68774,CARDINAL,1500
68775,DATE,星期一
68776,DATE,九月底
68777,GPE,宿霧
68778,PERSON,淑明
68779,CARDINAL,一
68780,DATE,禮拜一
68781,DATE,9月
68782,DATE,今年9月
68783,PERSON,淑明
68784,GPE,馬來西亞
68785,DATE,寒假
68786,PERSON,Lund
68787,PERSON,B26 
68788,ORG,瓦赫寧恩大學
68789,PRODUCT,QQ
68790,GPE,英國
68791,ORG,G5+愛丁堡+曼大
68792,PRODUCT,B20 
68793,GPE,英國
68794,CARDINAL,50
68795,CARDINAL,100
68796,NORP,英國人
68797,GPE,台灣
68798,ORG,Warwick
68799,ORG,UCL/曼大
68800,CARDINAL,9X
68801,CARDINAL,50
68802,CARDINAL,一半
68803,GPE,德國
68804,DATE,2020
68805,ORG,東卡羅萊納大學
68806,NORP,澳洲
68807,NORP,澳洲
68808,DATE,幾年
68809,PRODUCT,B65
68810,GPE,伯斯
68811,MONEY,1500加幣
68812,NORP,英式
68813,CARDINAL,三
68814,CARDINAL,一
68815,DATE,星期五
68816,DATE,五年前
68817,NORP,台灣人
68818,GPE,西亞
68819,DATE,去年
68820,QUANTITY,20磅
68821,DATE,一星期
68822,DATE,兩三個禮拜
68823,PRODUCT,B1 B2
68824,MONEY,幾百塊
68825,GPE,法國
68826,NORP,法國
68827,GPE,法國
68828,ORG,托福GRE 
68829,ORG,托福
68830,DATE,這一年
68831,DATE,一年
68832,DATE,一年
68833,DATE,半年
68834,DATE,九月
68835,DATE,一年
68836,GPE,宿霧
68837,ORDINAL,第二
68838,CARDINAL,兩
68839,MONEY,一筆錢
68840,PERSON,克拉克
68841,GPE,東京
68842,CARDINAL,一
68843,CARDINAL,一
68844,DATE,一年
68845,PERSON,B2 
68846,GPE,加拿大
68847,MONEY,20塊
68848,CARDINAL,1500
68849,DATE,一年
68850,DATE,一年
68851,DATE,去年
68852,GPE,美國
68853,NORP,英國
68854,ORDINAL,第一次
68855,MONEY,五鎊
68856,GPE,愛爾蘭
68857,GPE,美國
68858,DATE,幾百年前
68859,GPE,中國
68860,NORP,美國
68861,LOC,亞洲
68862,DATE,九月
68863,DATE,九月學期
68864,CARDINAL,三
68865,CARDINAL,兩
68866,DATE,下學期
68867,CARDINAL,兩
68868,DATE,1月
68869,CARDINAL,50
68870,CARDINAL,100
68871,NORP,台灣人
68872,GPE,雪菲爾
68873,ORG,G5
68874,LOC,歐美亞洲
68875,ORG,Warwick
68876,ORG,B20
68877,GPE,Edinburgh
68878,CARDINAL,兩
68879,NORP,台灣人
68880,GPE,南安
68881,ORG,Tier 1
68882,PERCENT,95%
68883,GPE,台灣
68884,DATE,半年
68885,PERSON,B2 
68886,ORG,維多利亞大學
68887,ORG,北帕讀大學
68888,DATE,一年
68889,GPE,北京
68890,GPE,上海
68891,CARDINAL,四
68892,GPE,長春
68893,GPE,中國
68894,GPE,北京
68895,GPE,上海
68896,DATE,7/12
68897,GPE,北京
68898,GPE,吉林
68899,LOC,長白山
68900,CARDINAL,倆
68901,ORG,吉林大學
68902,GPE,延邊自治州
68903,GPE,北韓
68904,MONEY,$50
68905,MONEY,$100
68906,MONEY,$50
68907,DATE,半年😂9月到12月
68908,ORDINAL,第三
68909,PERSON,淑明
68910,PERSON,淑明
68911,DATE,半年
68912,CARDINAL,100
68913,GPE,台灣
68914,GPE,美國
68915,GPE,西安
68916,CARDINAL,2013
68917,NORP,巴西人
68918,FAC,長春星羅
68919,PERCENT,百分之二
68920,GPE,吉大
68921,ORG,吉大
68922,GPE,吉大
68923,GPE,長春
68924,ORG,吉大
68925,ORG,人大
68926,ORG,人大
68927,GPE,北京都
68928,PERCENT,千分之二
68929,GPE,中
68930,GPE,吉大
68931,GPE,長春
68932,GPE,吉大
68933,PERSON,B19
68934,PRODUCT,B12
68935,DATE,同一天
68936,LANGUAGE,英文
68937,DATE,一年
68938,GPE,台灣
68939,DATE,今年
68940,GPE,泰國
68941,DATE,去年前年
68942,GPE,泰國
68943,DATE,今年
68944,GPE,台灣
68945,GPE,台灣
68946,PERSON,B39
68947,GPE,台灣
68948,GPE,北京市
68949,GPE,長春市
68950,ORG,人大
68951,CARDINAL,一
68952,GPE,哈爾濱
68953,GPE,中國
68954,DATE,兩個月
68955,DATE,幾十年前
68956,ORG,吉林大學
68957,ORG,人大
68958,GPE,吉林
68959,ORG,人大
68960,PERSON,B5 
68961,GPE,諾丁漢
68962,GPE,雪菲爾德
68963,ORG,墨爾本大學
68964,GPE,利茲比
68965,EVENT,墨大會
68966,NORP,中國人
68967,GPE,日本
68968,GPE,日本
68969,GPE,日本
68970,CARDINAL,一
68971,CARDINAL,一
68972,GPE,日本
68973,GPE,北海道
68974,PRODUCT,QQ
68975,GPE,日本
68976,GPE,日本
68977,DATE,五個禮拜
68978,CARDINAL,700
68979,GPE,加拿大
68980,MONEY,5鎊
68981,MONEY,$60
68982,NORP,台灣人
68983,MONEY,快$300
68984,DATE,今天
68985,NORP,台灣人
68986,NORP,台灣人
68987,NORP,台灣人
68988,MONEY,$70
68989,CARDINAL,3
68990,CARDINAL,一
68991,MONEY,$20
68992,DATE,當日
68993,NORP,台灣人
68994,MONEY,$80
68995,LANGUAGE,中文
68996,GPE,大陸
68997,CARDINAL,一
68998,CARDINAL,一臉
68999,QUANTITY,43吋
69000,GPE,台灣
69001,NORP,台灣人
69002,NORP,台灣人
69003,MONEY,$90
69004,NORP,台灣人
69005,MONEY,$65
69006,NORP,台灣人
69007,NORP,華人
69008,NORP,台灣人
69009,NORP,台灣人
69010,DATE,昨天
69011,LOC,南美洲
69012,CARDINAL,幾百萬
69013,TIME,早上
69014,NORP,台灣人
69015,NORP,臺灣人
69016,ORG,中央
69017,ORG,UCB
69018,NORP,台灣人
69019,NORP,馬來西亞人
69020,MONEY,$65
69021,PERSON,B1 
69022,ORDINAL,第二
69023,DATE,半年
69024,MONEY,$0.2
69025,MONEY,一塊
69026,CARDINAL,50
69027,PRODUCT,B15
69028,NORP,台灣人
69029,MONEY,一塊錢
69030,ORDINAL,第二
69031,GPE,中國
69032,NORP,台灣人
69033,NORP,台灣人
69034,MONEY,5鎊
69035,ORG,B1 
69036,GPE,中國
69037,PERSON,B49
69038,NORP,台灣人
69039,NORP,台灣人
69040,NORP,台灣人
69041,CARDINAL,一
69042,NORP,台灣人
69043,NORP,台灣人
69044,PRODUCT,B20 
69045,GPE,北京
69046,ORG,吉大
69047,ORG,人大
69048,ORG,清華北大北理北郵
69049,ORG,人大
69050,GPE,長春
69051,ORG,吉大
69052,FAC,吉大校園
69053,GPE,長春城
69054,NORP,台灣人
69055,PERSON,Charlie 
69056,NORP,台中人
69057,NORP,中國人
69058,GPE,中國
69059,DATE,今天
69060,GPE,美國
69061,GPE,加拿
69062,DATE,下學期
69063,GPE,泰國
69064,ORG,清邁大學
69065,GPE,台灣
69066,NORP,台灣人
69067,GPE,台灣
69068,GPE,多倫多
69069,PERSON,B10 
69070,NORP,華人
69071,NORP,台灣人
69072,NORP,中國人
69073,NORP,印度人
69074,NORP,中國人
69075,NORP,台灣人
69076,NORP,德國人
69077,GPE,台灣
69078,GPE,澳洲
69079,NORP,台籍
69080,NORP,台灣人
69081,CARDINAL,8+9
69082,PRODUCT,QQ
69083,GPE,美國
69084,NORP,台灣人
69085,DATE,今天
69086,NORP,台灣人
69087,TIME,2020春季
69088,DATE,三月中
69089,DATE,7/1
69090,NORP,巴西人
69091,LANGUAGE,德語版
69092,TIME,20分鐘
69093,GPE,大陸
69094,NORP,大陸人
69095,CARDINAL,一半
69096,NORP,亞洲人
69097,DATE,今天
69098,NORP,台灣人
69099,NORP,台灣
69100,NORP,台灣人
69101,NORP,大陸人
69102,GPE,英國
69103,NORP,大陸人
69104,NORP,台灣人
69105,GPE,台灣
69106,GPE,日本
69107,NORP,日本人
69108,NORP,義大利人
69109,GPE,台灣
69110,GPE,台灣
69111,GPE,日本
69112,NORP,日本人
69113,GPE,泰國
69114,DATE,5/22
69115,GPE,中國
